key,year,half_year,lor,total_population,-6,6-15,15-18,18-27,27-45,45-55,55-65,65+
09041402-2018-1,2018,1,09041402,1520,103,122,33,101,344,211,239,367
09041501-2018-1,2018,1,09041501,7675,549,726,212,632,2437,987,959,1173
09041601-2018-1,2018,1,09041601,6699,311,519,165,331,1233,1235,1193,1712
09051701-2018-1,2018,1,09051701,3952,234,240,60,281,927,521,476,1213
09051702-2018-1,2018,1,09051702,14841,824,1129,360,684,3131,2379,1881,4453
09051801-2018-1,2018,1,09051801,9477,482,768,222,493,1680,1639,1599,2594
09051901-2018-1,2018,1,09051901,11063,714,637,195,871,3503,1426,1359,2358
09052001-2018-1,2018,1,09052001,12821,609,786,269,855,2699,1821,1809,3973
10010101-2018-1,2018,1,10010101,5721,441,543,144,460,1683,757,985,708
10010102-2018-1,2018,1,10010102,18437,1354,1940,530,1722,4968,2192,3206,2525
10010203-2018-1,2018,1,10010203,1395,119,125,39,312,507,156,108,29
10010204-2018-1,2018,1,10010204,10713,818,1018,321,819,2937,999,1788,2013
10010205-2018-1,2018,1,10010205,8156,525,732,191,679,2384,941,1412,1292
10010206-2018-1,2018,1,10010206,17566,1029,1361,347,1557,4484,1728,2836,4224
10010207-2018-1,2018,1,10010207,10766,616,907,281,830,2549,1075,1707,2801
10010308-2018-1,2018,1,10010308,2257,161,162,59,176,620,299,324,456
10010309-2018-1,2018,1,10010309,14361,668,958,308,1026,3508,1456,2129,4308
10010310-2018-1,2018,1,10010310,18267,1048,1365,400,1372,4233,1933,2880,5036
10010311-2018-1,2018,1,10010311,3576,262,266,78,183,986,425,474,902
10020412-2018-1,2018,1,10020412,6829,702,921,238,674,1976,841,855,622
10020413-2018-1,2018,1,10020413,15877,1246,1302,349,1471,4719,2028,2568,2194
10020414-2018-1,2018,1,10020414,1683,97,164,57,191,524,209,207,234
10020415-2018-1,2018,1,10020415,5708,545,598,177,592,1674,739,790,593
10020416-2018-1,2018,1,10020416,5592,492,600,126,666,1831,733,694,450
10020517-2018-1,2018,1,10020517,9256,568,688,132,718,2393,1479,1735,1543
10020518-2018-1,2018,1,10020518,5295,457,599,174,458,1551,805,730,521
10020519-2018-1,2018,1,10020519,6090,604,794,185,614,1928,674,729,562
10020620-2018-1,2018,1,10020620,3397,214,206,37,302,1082,452,630,474
10020621-2018-1,2018,1,10020621,6255,614,612,153,665,1977,794,839,601
10020622-2018-1,2018,1,10020622,8659,460,580,166,507,2267,917,1510,2252
10020623-2018-1,2018,1,10020623,6536,329,437,109,339,1412,904,1425,1581
10030724-2018-1,2018,1,10030724,7840,306,479,126,767,1527,1141,1398,2096
10030725-2018-1,2018,1,10030725,6175,304,453,144,479,1534,783,1102,1376
10030726-2018-1,2018,1,10030726,3390,244,284,75,217,765,511,508,786
10030727-2018-1,2018,1,10030727,9552,472,837,215,516,1806,1736,1801,2169
10040828-2018-1,2018,1,10040828,7767,420,632,194,462,1627,1363,1592,1477
10040829-2018-1,2018,1,10040829,3889,236,269,91,304,826,677,627,859
10040830-2018-1,2018,1,10040830,7600,368,648,187,371,1415,1327,1497,1787
10040931-2018-1,2018,1,10040931,9675,541,755,206,500,2021,1714,1939,1999
10040932-2018-1,2018,1,10040932,4202,227,288,113,261,942,677,793,901
10040933-2018-1,2018,1,10040933,14970,760,1216,383,797,2807,2808,2882,3317
11010101-2018-1,2018,1,11010101,618,37,42,12,44,164,114,115,90
11010102-2018-1,2018,1,11010102,2560,97,238,63,103,498,484,620,457
11010103-2018-1,2018,1,11010103,1529,95,143,42,128,367,283,307,164
11010204-2018-1,2018,1,11010204,8919,695,911,256,748,2452,1196,1457,1204
11010205-2018-1,2018,1,11010205,6672,427,608,179,503,1862,905,1249,939
11010206-2018-1,2018,1,11010206,6045,353,519,153,460,1464,770,1213,1113
11010207-2018-1,2018,1,11010207,7429,612,648,173,688,2122,872,1160,1154
11010308-2018-1,2018,1,11010308,11840,784,1025,273,850,2834,1329,2417,2328
11010309-2018-1,2018,1,11010309,9707,692,939,266,831,2466,1278,1679,1556
11010310-2018-1,2018,1,11010310,5780,329,427,101,456,1445,543,1212,1267
11020411-2018-1,2018,1,11020411,9407,811,851,199,867,2317,1226,1384,1752
11020412-2018-1,2018,1,11020412,6805,379,542,140,570,1787,783,963,1641
11020513-2018-1,2018,1,11020513,3968,301,464,118,249,922,563,515,836
11020514-2018-1,2018,1,11020514,9533,711,704,182,860,3297,1318,1033,1428
11020515-2018-1,2018,1,11020515,14770,938,1128,371,1267,3811,1784,1771,3700
11020516-2018-1,2018,1,11020516,3975,256,245,95,237,1131,568,668,775
11030617-2018-1,2018,1,11030617,6296,362,413,96,655,1714,646,588,1822
11030618-2018-1,2018,1,11030618,16302,788,928,291,1713,4392,1769,1771,4650
11030619-2018-1,2018,1,11030619,10902,669,747,204,1076,3078,1239,1140,2749
11030720-2018-1,2018,1,11030720,5818,284,276,62,1347,2125,674,499,551
11030721-2018-1,2018,1,11030721,24913,1755,1610,428,2460,9725,2934,2454,3547
11030824-2018-1,2018,1,11030824,10028,534,688,202,1287,2771,1198,1098,2250
11040925-2018-1,2018,1,11040925,4152,399,391,97,383,1950,575,239,118
11040926-2018-1,2018,1,11040926,28752,1968,1732,411,2824,11750,3247,2815,4005
11041022-2018-1,2018,1,11041022,5530,232,269,71,770,1701,555,555,1377
11041023-2018-1,2018,1,11041023,6636,508,553,127,720,2070,658,717,1283
11041027-2018-1,2018,1,11041027,2996,184,204,81,308,836,298,398,687
11041128-2018-1,2018,1,11041128,25187,1271,1418,413,2265,6085,2675,2853,8207
11051229-2018-1,2018,1,11051229,4144,443,463,90,279,1498,574,373,424
11051330-2018-1,2018,1,11051330,9723,783,689,168,1166,3372,1258,1019,1268
11051331-2018-1,2018,1,11051331,10482,769,933,240,596,2758,1625,1400,2161
11051332-2018-1,2018,1,11051332,6902,582,921,200,412,1919,1187,761,920
12103115-2018-1,2018,1,12103115,7674,444,502,164,925,2133,1065,1004,1437
12103116-2018-1,2018,1,12103116,9755,688,836,268,1194,2819,1420,1122,1408
12103117-2018-1,2018,1,12103117,10852,731,863,251,1390,3285,1470,1267,1595
12103218-2018-1,2018,1,12103218,13729,849,998,307,1691,3561,1927,1686,2710
12103219-2018-1,2018,1,12103219,8729,480,599,175,1025,2286,1088,1106,1970
12103220-2018-1,2018,1,12103220,4631,238,247,70,465,1143,723,682,1063
12214125-2018-1,2018,1,12214125,7524,384,530,164,742,1811,1194,1052,1647
12214126-2018-1,2018,1,12214126,8067,476,607,213,805,1962,1150,1060,1794
12214421-2018-1,2018,1,12214421,2738,160,201,38,259,791,438,330,521
12214422-2018-1,2018,1,12214422,8237,631,855,272,1029,2119,1096,916,1319
12214423-2018-1,2018,1,12214423,5712,297,361,120,575,1318,749,764,1528
12214424-2018-1,2018,1,12214424,10888,715,918,245,1279,3066,1526,1369,1770
12214527-2018-1,2018,1,12214527,10888,501,535,193,898,2433,1541,1400,3387
12214528-2018-1,2018,1,12214528,250,9,7,18,79,71,21,21,24
12224229-2018-1,2018,1,12224229,6038,285,449,204,411,892,978,960,1859
12224230-2018-1,2018,1,12224230,17931,912,1441,519,1185,2857,2943,2997,5077
12231101-2018-1,2018,1,12231101,16580,792,1338,474,1203,2575,2590,2554,5054
12231102-2018-1,2018,1,12231102,16818,820,1562,554,1164,2351,2729,2436,5202
12301203-2018-1,2018,1,12301203,15092,820,1007,337,1499,3278,2149,2004,3998
12301204-2018-1,2018,1,12301204,6207,294,439,180,594,1003,1005,963,1729
12301205-2018-1,2018,1,12301205,4960,247,362,167,428,927,823,701,1305
12301206-2018-1,2018,1,12301206,5165,248,482,163,381,881,858,833,1319
12302107-2018-1,2018,1,12302107,3076,149,220,86,345,530,453,451,842
12302108-2018-1,2018,1,12302108,14457,1057,1582,526,1476,2959,1743,1573,3541
12302109-2018-1,2018,1,12302109,11667,999,1443,446,1217,2724,1374,1208,2256
12302110-2018-1,2018,1,12302110,10556,856,1437,445,1192,2483,1286,1088,1769
12302211-2018-1,2018,1,12302211,3309,123,172,71,290,579,528,508,1038
12302212-2018-1,2018,1,12302212,5972,538,767,239,663,1325,764,607,1069
12304313-2018-1,2018,1,12304313,6704,328,439,128,671,1676,1051,987,1424
12304314-2018-1,2018,1,12304314,9714,423,557,205,830,1972,1509,1402,2816
01011101-2018-2,2018,2,01011101,3269,153,127,32,502,999,348,389,719
01011102-2018-2,2018,2,01011102,185,4,9,3,15,51,36,40,27
01011103-2018-2,2018,2,01011103,5073,254,329,122,578,1430,682,770,908
01011104-2018-2,2018,2,01011104,4781,277,396,135,912,1661,629,426,345
01011105-2018-2,2018,2,01011105,1322,83,64,13,103,455,199,185,220
01011201-2018-2,2018,2,01011201,2387,106,149,61,279,708,326,354,404
01011202-2018-2,2018,2,01011202,635,30,39,9,43,240,89,93,92
01011203-2018-2,2018,2,01011203,1086,57,51,24,101,343,200,131,179
01011204-2018-2,2018,2,01011204,8117,432,401,104,769,2771,1057,973,1610
01011301-2018-2,2018,2,01011301,6841,453,390,84,639,2991,1043,605,636
01011302-2018-2,2018,2,01011302,12640,699,1016,291,1060,4985,2376,1238,975
01011303-2018-2,2018,2,01011303,9923,445,482,91,1251,3899,1272,940,1543
01011304-2018-2,2018,2,01011304,8765,469,530,173,829,2260,902,980,2622
01011305-2018-2,2018,2,01011305,8007,389,376,110,688,2611,1032,866,1935
01011306-2018-2,2018,2,01011306,10416,614,498,115,1416,3712,1382,1145,1534
01011401-2018-2,2018,2,01011401,17588,1244,1343,280,1720,7855,2788,1346,1012
01011402-2018-2,2018,2,01011402,13593,1040,1084,196,1001,6330,2315,831,796
01022101-2018-2,2018,2,01022101,3566,182,214,64,646,1333,465,377,285
01022102-2018-2,2018,2,01022102,6658,360,411,140,1237,2445,819,651,595
01022103-2018-2,2018,2,01022103,266,23,39,12,27,78,38,27,22
01022104-2018-2,2018,2,01022104,18736,989,1120,343,2798,6840,2392,2094,2160
01022105-2018-2,2018,2,01022105,5318,304,393,111,836,1934,632,569,539
01022106-2018-2,2018,2,01022106,11512,580,713,212,1298,3461,1664,1650,1934
01022201-2018-2,2018,2,01022201,10990,660,681,197,1763,4335,1388,991,975
01022202-2018-2,2018,2,01022202,2058,145,190,59,317,706,273,181,187
01022203-2018-2,2018,2,01022203,7021,489,645,161,1010,2183,858,674,1001
01022204-2018-2,2018,2,01022204,6008,323,340,96,707,1982,843,707,1010
01022205-2018-2,2018,2,01022205,3310,247,339,114,415,865,418,387,525
01022206-2018-2,2018,2,01022206,3048,147,203,57,354,967,478,358,484
01022207-2018-2,2018,2,01022207,5730,223,243,86,1007,1512,759,646,1254
01033101-2018-2,2018,2,01033101,26876,1981,2546,756,4044,9101,3340,2395,2713
01033102-2018-2,2018,2,01033102,12119,816,1031,338,1968,4145,1591,1005,1225
01033201-2018-2,2018,2,01033201,13826,1114,1573,482,1721,4207,1709,1325,1695
01033202-2018-2,2018,2,01033202,9735,648,904,253,1021,2775,1243,1125,1766
01033203-2018-2,2018,2,01033203,14513,990,1278,445,2294,4969,1807,1260,1470
01044101-2018-2,2018,2,01044101,20775,1142,1353,384,2871,6708,2771,2451,3095
01044102-2018-2,2018,2,01044102,16564,956,983,310,1797,4728,2072,2025,3693
01044103-2018-2,2018,2,01044103,8715,494,531,198,1331,3338,1127,908,788
01044201-2018-2,2018,2,01044201,24168,1535,2116,693,3913,8360,3036,2091,2424
01044202-2018-2,2018,2,01044202,16972,933,1032,328,3101,6968,1915,1489,1206
01044203-2018-2,2018,2,01044203,16498,919,1205,354,2303,5819,2025,1655,2218
02010101-2018-2,2018,2,02010101,6628,401,534,178,1153,2339,826,605,592
02010102-2018-2,2018,2,02010102,13473,930,1376,452,1737,4030,1843,1333,1772
02010103-2018-2,2018,2,02010103,15349,1104,1587,513,1935,4407,2224,1558,2021
02010104-2018-2,2018,2,02010104,5000,269,541,179,586,1487,738,599,601
02020201-2018-2,2018,2,02020201,1306,149,103,18,80,562,162,123,109
02020202-2018-2,2018,2,02020202,6003,388,497,138,683,2030,916,706,645
02020203-2018-2,2018,2,02020203,10999,734,753,172,1062,4201,1622,1316,1139
02020204-2018-2,2018,2,02020204,12753,787,804,262,1360,4876,1900,1536,1228
02020205-2018-2,2018,2,02020205,14843,800,968,328,1580,5134,2451,2017,1565
02020206-2018-2,2018,2,02020206,19024,1250,1444,387,1876,7246,2775,2163,1883
02030301-2018-2,2018,2,02030301,9043,466,705,235,1013,3181,1454,992,997
02030302-2018-2,2018,2,02030302,13115,743,1011,326,1386,4802,1977,1544,1326
02030401-2018-2,2018,2,02030401,15362,939,1037,302,1555,6268,2307,1617,1337
02030402-2018-2,2018,2,02030402,11112,654,719,211,1190,4627,1654,1145,912
02040501-2018-2,2018,2,02040501,5350,254,376,103,357,1204,669,665,1722
02040502-2018-2,2018,2,02040502,7333,427,416,104,719,2717,894,707,1349
02040503-2018-2,2018,2,02040503,11161,816,620,142,1005,4970,1389,880,1339
02040701-2018-2,2018,2,02040701,12662,749,723,233,1556,4103,1334,1271,2693
02040702-2018-2,2018,2,02040702,10842,615,671,148,1057,4736,1466,934,1215
02040703-2018-2,2018,2,02040703,1164,96,105,23,186,607,68,54,25
02050601-2018-2,2018,2,02050601,9065,628,442,93,961,4851,1020,557,513
02050602-2018-2,2018,2,02050602,21634,1591,1398,346,2071,11123,2716,1346,1043
02050801-2018-2,2018,2,02050801,19532,1261,1196,292,2236,10285,2265,1129,868
02050802-2018-2,2018,2,02050802,21150,1431,1137,240,2228,11679,2627,1058,750
02050803-2018-2,2018,2,02050803,7468,501,351,80,915,3879,737,515,490
02050804-2018-2,2018,2,02050804,4592,476,400,104,257,1749,756,355,495
03010101-2018-2,2018,2,03010101,4063,365,314,77,248,1281,589,539,650
03010102-2018-2,2018,2,03010102,12313,827,1051,327,1115,3072,1344,1436,3141
03010104-2018-2,2018,2,03010104,222,16,19,7,18,88,57,13,4
03020203-2018-2,2018,2,03020203,2315,139,227,60,147,460,374,377,531
03020209-2018-2,2018,2,03020209,14956,1010,1451,392,1226,3757,2656,1866,2598
03020210-2018-2,2018,2,03020210,11372,822,1094,302,711,3011,2067,1471,1894
03020307-2018-2,2018,2,03020307,18242,1247,1751,559,1189,4395,3225,2712,3164
03030405-2018-2,2018,2,03030405,11462,1054,1158,317,888,3359,1561,1285,1840
03030406-2018-2,2018,2,03030406,8143,405,664,249,494,1472,1508,1500,1851
03030711-2018-2,2018,2,03030711,6845,353,606,190,382,1268,1275,1200,1571
03030715-2018-2,2018,2,03030715,7661,462,597,223,667,1685,1351,1167,1509
03030716-2018-2,2018,2,03030716,1138,33,81,24,42,179,215,204,360
03040508-2018-2,2018,2,03040508,4615,292,479,180,372,969,895,683,745
03040512-2018-2,2018,2,03040512,9951,508,819,286,722,2272,1752,1326,2266
03040513-2018-2,2018,2,03040513,3375,161,401,129,264,682,642,431,665
03040614-2018-2,2018,2,03040614,36065,2682,3545,877,2456,10784,5696,3603,6422
03040818-2018-2,2018,2,03040818,34701,2322,2626,664,2555,11629,5214,3755,5936
03050919-2018-2,2018,2,03050919,5559,384,388,116,487,1594,841,653,1096
03050920-2018-2,2018,2,03050920,7402,523,651,138,512,2229,1146,793,1410
03050923-2018-2,2018,2,03050923,9475,731,710,162,806,3954,1309,863,940
03050924-2018-2,2018,2,03050924,6128,476,546,120,604,2404,907,584,487
03050925-2018-2,2018,2,03050925,9714,770,1026,255,733,3241,1626,903,1160
03051017-2018-2,2018,2,03051017,4256,265,280,77,463,1339,702,551,579
03051021-2018-2,2018,2,03051021,6485,312,418,110,446,1732,825,722,1920
03051022-2018-2,2018,2,03051022,4595,285,375,78,291,1102,652,601,1211
03061126-2018-2,2018,2,03061126,15365,1002,1044,235,1611,6962,2360,1003,1148
03061131-2018-2,2018,2,03061131,10743,809,837,126,1066,4921,1839,644,501
03061227-2018-2,2018,2,03061227,14600,871,920,204,1314,6467,2250,1052,1522
03061228-2018-2,2018,2,03061228,12711,657,597,192,1215,5216,1669,1191,1974
03061332-2018-2,2018,2,03061332,22788,1707,2037,476,1781,9855,4531,1478,923
03061429-2018-2,2018,2,03061429,10041,411,516,129,704,2055,1151,1076,3999
03061430-2018-2,2018,2,03061430,4021,286,395,98,495,1004,497,370,876
03061434-2018-2,2018,2,03061434,6394,446,400,92,561,2928,912,515,540
03061435-2018-2,2018,2,03061435,3899,222,244,86,392,1571,512,371,501
03061441-2018-2,2018,2,03061441,2578,314,448,54,112,924,399,130,197
03071536-2018-2,2018,2,03071536,11024,765,1020,237,956,4596,2243,720,487
03071537-2018-2,2018,2,03071537,15844,1265,1365,315,1254,6372,3002,1314,957
03071633-2018-2,2018,2,03071633,3201,208,217,67,260,1018,376,432,623
03071638-2018-2,2018,2,03071638,17686,1368,1583,352,1478,7375,3099,1245,1186
03071639-2018-2,2018,2,03071639,12586,887,1382,260,932,4631,2518,1064,912
04010101-2018-2,2018,2,04010101,10765,579,754,234,1074,2810,1464,1429,2421
04010102-2018-2,2018,2,04010102,839,67,64,22,97,166,114,112,197
04010103-2018-2,2018,2,04010103,7882,526,690,232,724,1899,1116,910,1785
04020204-2018-2,2018,2,04020204,187,10,31,12,15,30,34,22,33
04020205-2018-2,2018,2,04020205,1323,48,109,40,137,231,203,207,348
04020206-2018-2,2018,2,04020206,2797,102,93,28,141,461,291,356,1325
04020207-2018-2,2018,2,04020207,2551,119,174,46,229,514,464,323,682
04020208-2018-2,2018,2,04020208,2898,108,321,111,233,403,543,369,810
04020209-2018-2,2018,2,04020209,3207,129,266,90,672,674,368,360,648
04020310-2018-2,2018,2,04020310,620,26,3,4,207,184,45,61,90
04020311-2018-2,2018,2,04020311,15035,615,942,344,1441,3197,2166,1841,4489
04020312-2018-2,2018,2,04020312,5487,245,391,107,485,1157,725,754,1623
04020313-2018-2,2018,2,04020313,7460,361,404,123,914,2042,1029,967,1620
04020314-2018-2,2018,2,04020314,9,0,0,0,0,3,0,3,3
04030415-2018-2,2018,2,04030415,2965,103,129,37,396,824,355,356,765
04030416-2018-2,2018,2,04030416,10587,659,810,290,1203,2950,1592,1462,1621
04030417-2018-2,2018,2,04030417,10899,582,722,209,1083,3067,1621,1439,2176
04030518-2018-2,2018,2,04030518,9486,432,489,153,1099,2956,1419,1323,1615
04030519-2018-2,2018,2,04030519,5851,324,354,93,666,1964,841,747,862
04030620-2018-2,2018,2,04030620,8805,413,465,165,901,2484,1245,1179,1953
04030621-2018-2,2018,2,04030621,3006,142,162,57,429,1023,465,327,401
04030622-2018-2,2018,2,04030622,10731,577,591,185,1092,3081,1507,1442,2256
04030623-2018-2,2018,2,04030623,5076,270,283,82,598,1629,711,561,942
04030724-2018-2,2018,2,04030724,6580,309,367,116,649,1617,881,908,1733
04030725-2018-2,2018,2,04030725,12345,593,834,273,1373,3462,1937,1717,2156
04030726-2018-2,2018,2,04030726,5687,307,320,132,517,1472,834,801,1304
04030827-2018-2,2018,2,04030827,12091,574,705,229,1411,3597,1804,1628,2143
04030828-2018-2,2018,2,04030828,9622,405,484,156,970,2668,1519,1413,2007
04030929-2018-2,2018,2,04030929,6062,271,348,101,517,1563,962,983,1317
04030930-2018-2,2018,2,04030930,5509,206,308,104,408,1270,931,878,1404
04030931-2018-2,2018,2,04030931,3728,180,233,68,299,1043,551,502,852
04031032-2018-2,2018,2,04031032,15456,716,838,302,1314,3992,2235,2229,3830
04041133-2018-2,2018,2,04041133,52,0,0,3,8,14,9,9,9
04041134-2018-2,2018,2,04041134,5277,253,457,72,444,1052,818,633,1548
04041135-2018-2,2018,2,04041135,2792,126,196,71,157,485,400,407,950
04041136-2018-2,2018,2,04041136,3068,156,210,81,182,564,465,413,997
04041137-2018-2,2018,2,04041137,8184,379,499,164,724,1986,1208,1126,2098
04041238-2018-2,2018,2,04041238,6046,303,536,147,450,1179,888,756,1787
04041239-2018-2,2018,2,04041239,202,3,26,3,27,58,36,24,25
04041240-2018-2,2018,2,04041240,1514,49,100,58,104,207,251,196,549
04041241-2018-2,2018,2,04041241,6934,287,452,147,510,1245,1088,996,2209
04041342-2018-2,2018,2,04041342,4111,138,203,65,233,773,564,705,1430
04041343-2018-2,2018,2,04041343,3547,162,208,70,330,748,538,557,934
04041344-2018-2,2018,2,04041344,10650,487,731,246,832,2176,1775,1554,2849
04051445-2018-2,2018,2,04051445,6283,292,393,127,592,1698,885,901,1395
04051446-2018-2,2018,2,04051446,10741,536,609,174,896,2630,1616,1587,2693
04051447-2018-2,2018,2,04051447,5259,222,296,102,482,1225,782,750,1400
04051448-2018-2,2018,2,04051448,9262,392,452,142,779,2425,1422,1290,2360
04051549-2018-2,2018,2,04051549,4636,281,369,116,518,1303,642,582,825
04051550-2018-2,2018,2,04051550,5606,256,359,113,634,1600,867,757,1020
04051551-2018-2,2018,2,04051551,4459,231,265,95,528,1267,616,620,837
04051652-2018-2,2018,2,04051652,9824,443,580,214,922,2385,1465,1433,2382
04051653-2018-2,2018,2,04051653,6969,302,384,145,642,1725,1034,956,1781
04051654-2018-2,2018,2,04051654,3052,107,148,51,296,758,404,410,878
04051655-2018-2,2018,2,04051655,7132,372,439,158,775,2001,1061,965,1361
04051656-2018-2,2018,2,04051656,7705,368,605,170,812,2120,1196,992,1442
04061757-2018-2,2018,2,04061757,72,0,0,0,13,4,16,20,19
05010101-2018-2,2018,2,05010101,10262,599,846,269,837,2427,1396,1256,2632
05010102-2018-2,2018,2,05010102,6230,305,315,117,610,1348,826,967,1742
05010103-2018-2,2018,2,05010103,7771,364,516,185,720,1623,1144,1228,1991
05010204-2018-2,2018,2,05010204,3627,252,426,142,367,691,421,430,898
05010205-2018-2,2018,2,05010205,1919,76,166,59,254,372,396,365,231
05010206-2018-2,2018,2,05010206,10550,677,905,297,1008,2206,1412,1345,2700
05010207-2018-2,2018,2,05010207,11553,764,1172,382,1065,2642,1491,1509,2528
05010208-2018-2,2018,2,05010208,7698,504,557,152,839,2117,1140,994,1395
05010209-2018-2,2018,2,05010209,6088,305,415,162,554,1177,933,942,1600
05010310-2018-2,2018,2,05010310,3938,274,321,76,420,1148,552,493,654
05010311-2018-2,2018,2,05010311,5658,322,546,180,531,1250,661,562,1606
05010312-2018-2,2018,2,05010312,7338,524,683,211,969,2364,951,783,853
05010313-2018-2,2018,2,05010313,6883,471,501,183,961,1951,1019,898,899
05010314-2018-2,2018,2,05010314,12402,831,863,297,1472,3493,1759,1611,2076
05010339-2018-2,2018,2,05010339,1030,107,166,46,145,301,106,69,90
05020415-2018-2,2018,2,05020415,3862,161,344,152,456,562,875,758,554
05020416-2018-2,2018,2,05020416,1700,71,83,31,140,303,258,252,562
05020417-2018-2,2018,2,05020417,5936,256,446,165,594,1061,1006,917,1491
